21.3554	37.7959	25.1749	141.982318645	-11.2663420213	21.4391280213	37.8726660077
21.6398	37.0662	33.0993	214.014388385	-56.2739154567	22.0571083525	37.448037197
20.4382	38.1957	7.1962	51.9739232004	-29.5550788747	20.6568772514	38.3986625967
20.3484	38.2032	5.034	45.4359026319	-33.9740874835	20.5996149345	38.4366665063
20.7084	38.8299	7.9437	24.3725954859	39.4659125467	20.4147244243	38.5589122989
20.5852	38.619	4.5389	31.3803098175	14.6653228275	20.4763067549	38.5182736813
21.742	36.8955	46.2688	233.308151368	-64.6687928918	22.2214396537	37.3337568514
21.4647	38.0558	23.0672	130.380492125	16.8848887662	21.3389293598	37.9407555048
20.6736	38.7813	6.8482	25.5688184998	33.3941509447	20.4252415086	38.5519775348
21.9595	37.7301	27.7095	186.910542103	17.9735974455	21.8254069114	37.608192177
21.8993	37.4304	31.4217	204.80395044	-10.6364528284	21.9784830537	37.5025118619
20.5886	38.1768	9.3128	63.3710504047	-22.6765703803	20.7565534913	38.3323473938
20.7022	37.9309	15.3017	88.6368965986	-37.1063613163	20.9768723129	38.1850360567
20.8081	37.6547	21.3993	115.61306106	-54.4887214739	21.2111223718	38.0273003109
21.0142	37.2501	26.0387	158.646292081	-76.9248893432	21.5827218724	37.7747192703
21.2884	38.4831	15.1748	87.7144648876	42.8479092735	20.9688443821	38.1904214862
21.1198	38.494	15.9083	75.7873791569	34.213506288	20.8649358374	38.2600060448
21.5795	38.0137	27.0433	141.04948811	19.9143913442	21.4310785243	37.878143798
21.9251	37.7024	30.0565	186.653320912	13.6635325274	21.8232032443	37.6097099094
21.9502	38.0656	29.7378	161.77907845	45.5566587477	21.609674647	37.7562860836
21.1416	37.8904	26.3099	120.893360508	-15.5241167222	21.2568561635	37.9963709051
21.1363	37.9406	12.2032	116.908876778	-11.5872705849	21.2223492799	38.0197116979
21.8079	38.1046	27.9723	149.537642254	40.6506728291	21.5042796546	37.8282792765
21.3896	38.1861	31.3007	115.944615427	23.5699615958	21.2139951702	38.0253587493
21.1223	38.3701	9.5704	84.913632086	23.8903163452	20.9444614348	38.2067702267
21.352	37.9455	30.0971	130.905217558	1.14747743909	21.3434651335	37.9376777998
21.5395	37.9367	30.4158	143.996390604	11.1441732453	21.4565035873	37.8608370566
