Site F Longitude Latitude    ve      vn   sig_ve sig_vn rho_en    t1       t2   
        (deg.E)   (deg.N) |---------- mm/yr ----------|                         
GM00 s   42.5561  11.6170   40.25   25.74   1.00   0.96  0.001 1999.126 2003.216
GMKV s   39.2536  38.6404    9.70   21.40   0.21   0.21 -0.034 1999.593 2002.508
GNDM s   38.9015  37.9681   18.32   25.62   0.79   0.89 -0.062 2004.758 2008.529
GOL1 s   35.1664  41.1463   18.53   16.01   1.12   1.32 -0.085 2001.610 2004.582
GORS s   46.3666  39.5113   31.74   19.85   0.31   0.55 -0.015 1994.736 2007.710
GOSM s   48.4194  38.7056   31.50   21.42   0.23   0.25 -0.060 1998.699 2012.877
GR01 s   43.0050  42.1018   27.10   14.37   0.81   0.89  0.006 2008.721 2012.720
GR03 s   43.1829  42.1740   26.50   13.33   0.73   0.82 -0.033 2008.721 2012.720
GURK s   50.3286  40.4044   28.47   10.15   0.57   0.60  0.018 2007.658 2012.948
GV49 s   21.2902  40.1325   24.94   11.33   0.99   1.02 -0.011 1996.391 2000.693
GVNT s   27.4755  40.2655    5.06    5.59   1.17   1.24 -0.085 2008.377 2011.377
GYNC s   35.6036  40.4711    2.98   16.14   1.10   1.28 -0.061 2001.610 2004.582
GZLT s   37.8644  38.7832    9.37   21.40   0.83   0.96 -0.077 2004.758 2008.529
H009 s   28.5358  41.0619   24.72   10.14   1.30   0.99 -0.039 2009.400 2013.466
HARA s   54.6079  30.0795   28.50   21.33   1.24   1.24 -0.001 1999.727 2005.740
HARM s   29.3102  40.9268   24.44   10.92   0.44   0.48 -0.056 2003.853 2010.395
HASA s   36.5235  36.7880   18.07   22.05   0.31   0.33 -0.050 1998.644 2008.529
HASH s   48.9224  37.7641   28.72   20.90   0.74   0.58 -0.006 1999.784 2006.789
HASS s   36.5698  35.6378   20.76   24.07   0.39   0.39 -0.030 2000.858 2008.449
HAYT s   35.7618  34.0886   21.78   23.35   0.88   0.90  0.004 2003.755 2007.556
HBAB s   36.0332  34.9154   21.34   22.16   1.26   1.26 -0.002 2000.858 2008.449
HELI s   52.3054  36.2058   24.33   18.06   0.71   0.75  0.016 2000.742 2005.584
HELW s   31.3444  29.8619   22.10   17.79   1.03   1.00 -0.152 1994.736 2002.708
HIRG s   39.4580  15.4559   26.04   16.80   0.90   0.81 -0.010 2007.381 2011.290
HMEH s   40.5963  36.5842   20.91   26.05   0.37   0.39 -0.028 2001.049 2008.529
HMMZ s   35.0539  40.8016    9.73   15.92   1.05   1.19 -0.057 2001.610 2004.582
HMRY s   36.5032  34.9655   21.28   23.43   0.41   0.43 -0.029 2000.858 2008.449
HOOR s   36.1106  33.7808   23.28   23.51   0.54   0.47 -0.027 2001.104 2008.449
HOPA s   41.3387  41.3706   25.84   12.37   1.36   1.41 -0.026 1994.736 1998.699
HOWR s   36.9737  36.2330   20.63   24.27   0.38   0.39 -0.019 2000.858 2008.449
HREM s   36.5082  36.1461   19.95   23.29   1.25   1.26 -0.002 2000.858 2008.449
HSBT s   27.6082  40.1594    5.94    6.05   1.13   1.24 -0.081 2008.377 2011.377
HUG1 s   36.1891  32.1065   23.42   24.10   0.74   0.76 -0.039 2005.463 2010.441
HURG s   33.8323  27.2444   23.60   17.42   0.67   0.66 -0.007 1997.903 2002.382
HX00 s   42.4343  11.5944   33.85   20.57   1.25   1.06 -0.027 1999.126 2003.216
HZRT s   35.8800  33.8588   21.66   22.39   0.64   0.66 -0.039 2003.755 2008.590
IBBT s   29.3208  40.8660   23.21   10.58   0.34   0.36 -0.024 2003.853 2011.377
IER0 s   25.7372  35.0038   10.22  -13.13   0.58   0.60  0.033 1997.734 2004.816
IGAZ s   29.9080  40.4380    2.42    8.81   0.51   0.56 -0.073 2000.245 2011.377
IGAZ s   29.9080  40.4380    6.64   10.76   0.82   0.90  0.006 1994.736 1998.768
IJEV s   45.1394  40.9072   29.82   16.88   0.25   0.30 -0.042 1994.736 2007.753
ILAM s   46.4268  33.6482   23.78   25.73   0.83   0.65  0.001 1999.727 2005.740
ILIC s   38.5152  39.6143    9.24   20.88   0.41   0.42 -0.087 1999.593 2008.590
ILIT s   33.5207  40.3299    4.46   12.83   0.49   0.55 -0.029 2004.758 2011.377
INBO s   33.7430  41.9295   24.08   13.39   0.51   0.57 -0.045 2004.758 2011.377
INGU s   42.0625  42.7206   25.62   12.55   0.45   0.46 -0.016 1994.736 2004.758
ISKE s   36.1801  36.5399   17.41   21.91   1.08   1.14 -0.029 2002.585 2008.529
ISPI s   40.8085  40.4365   26.45   13.89   0.64   1.17 -0.020 1994.736 2002.508
ISRT s   30.5918  37.8198    4.68    7.46   0.56   0.58  0.024 2003.664 2009.693
JAFR s   36.3685  30.6800   25.38   24.01   0.73   0.74 -0.012 2005.584 2010.395
JAM1 s   45.0492  39.2974   31.58   20.09   0.66   0.69 -0.005 2002.708 2006.789
JASH s   35.9151  32.2938   23.25   24.67   0.71   0.63 -0.001 2005.584 2010.441
JERM s   45.6614  39.8370   30.90   18.89   0.40   0.66 -0.014 1994.736 2007.710
JHAR s   37.8687  34.6432   22.71   25.45   0.79   0.79 -0.007 2001.049 2008.529
JIYE s   35.4013  33.6405   21.14   20.77   1.00   1.02 -0.040 2003.755 2007.556
JNAR s   43.4358  13.3169   40.62   28.31   0.53   0.46  0.022 2001.203 2008.157
JOLF s   45.6048  38.9521   32.18   20.49   1.22   0.74  0.001 2002.708 2006.789
JSK0 s   57.7672  25.6362   30.09   19.67   0.70   0.70 -0.003 1999.727 2006.025
KABI s   27.3012  40.3810    7.01    5.33   0.38   0.41 -0.046 2003.755 2011.377
KAIL s   24.6338  43.3621   25.50   12.13   1.28   1.04  0.001 1996.682 2001.610
KAL2 s   43.3409  38.5493   22.11   23.27   0.30   0.31 -0.020 1994.736 2010.626
KALL s   43.3349  38.5057   18.37   24.90   1.29   1.42 -0.120 1999.593 2002.508
KAMT s   29.2733  40.8344   22.47   11.46   0.41   0.44 -0.036 2003.853 2011.377
KANR s   30.2936  41.0483   26.36   11.91   0.57   0.61 -0.048 2000.245 2011.377
KAPS s   21.0404  40.6226   24.12   10.74   1.23   1.24 -0.008 2003.516 2008.721
KAR0 s   44.6569  40.1010   29.22   17.79   0.62   0.65 -0.006 1998.699 2003.516
KARS s   43.1695  40.6853   27.95   15.80   0.46   0.47 -0.011 1994.736 2010.664
KASH s   58.4636  35.2927   27.97   11.65   0.40   0.85 -0.004 1998.896 2005.740
KASK s   57.2422  27.0477   27.16   26.44   0.94   0.92 -0.005 2005.089 2008.097
KASO s   29.6479  36.1936   15.81    2.44   0.52   0.56 -0.002 1994.736 2009.693
KASP s   46.7582  40.1842   30.68   19.72   0.37   0.40 -0.044 1998.768 2007.710
KATR s   36.8813  35.6486   20.87   24.49   0.42   0.42 -0.035 2000.858 2008.449
KAYA s   31.4429  37.4360    6.96    8.30   0.66   0.73  0.003 2004.710 2009.693
KAYI s   33.7865  41.2166   21.55   13.42   0.45   0.49 -0.034 2004.758 2011.377
KAZB s   44.5798  42.6038   26.07   11.85   1.03   1.11 -0.049 2004.758 2007.658
KAZI s   30.3034  40.7852   19.86   13.23   0.74   0.84 -0.084 2000.245 2011.377
KBDD s   38.4373  33.5714   23.89   25.75   0.41   0.42 -0.020 2001.049 2008.529
KEBE s   47.8630  40.9747   27.02   14.03   0.33   0.67  0.003 1998.699 2007.658
KENS s   33.8832  27.9606   23.07   19.58   1.14   1.18 -0.033 1997.903 2000.693
KERM s   57.1193  30.2767   28.78   22.90   0.54   0.54  0.000 1999.727 2005.740
KFKT s   30.2294  41.1868   26.25   12.99   0.37   0.40 -0.042 2003.755 2011.377
KHAS s   56.2331  26.2081   32.57   32.64   0.46   0.46 -0.004 1999.727 2005.740
KHBZ s   37.7162  36.2465   20.23   24.49   0.38   0.39 -0.026 2001.049 2008.449
KHOR s   47.1230  37.3683   24.66   22.17   0.72   0.76 -0.004 2002.708 2006.789
KHOS s   48.4094  30.2460   27.92   28.27   0.44   0.44 -0.007 1999.727 2005.740
KHOT s   43.1353  42.4684   26.78   13.40   1.27   1.28 -0.010 1994.736 2000.693
KHSK s   36.5777  35.4485   21.33   24.06   0.80   0.80 -0.007 2000.858 2008.449
KHUR s   43.3817  42.5783   24.81    9.70   1.18   1.18 -0.009 1994.736 2000.693
KILS s   37.1061  36.6851   20.76   24.03   0.63   0.71 -0.077 2002.585 2008.529
KIZ0 s   44.1904  41.1846   28.18   15.36   0.34   0.37 -0.026 1998.768 2009.523
KIZ4 s   44.1904  41.1845   28.05   15.03   0.63   0.70 -0.031 2003.516 2009.523
KIZA s   48.9930  40.8700   28.29   11.49   0.61   0.64  0.007 2002.708 2007.658
KLCK s   33.4566  40.0809    3.27   13.61   0.50   0.55 -0.056 2004.758 2011.377
KLKT s   39.4204  40.1507   23.66   14.08   0.39   0.40 -0.085 1999.593 2008.590
KMAH s   39.1638  39.6134   10.81   19.78   0.28   0.30 -0.041 1994.736 2008.590
KMAR s   36.9960  37.5216   15.82   21.89   0.48   0.50 -0.025 1994.736 2004.758
KMBT s   28.4759  41.0409   22.69   11.68   1.04   1.16 -0.042 2009.400 2013.466
KN29 s   21.7208  40.0725   23.33    8.28   1.47   1.49 -0.002 1996.391 2000.693
KN43 s   21.6164  40.1132   24.51    8.41   0.85   0.68 -0.010 1995.749 2000.693
KN50 s   21.7137  40.1381   23.27    8.90   0.72   0.76 -0.032 1996.391 2000.693
KN73 s   21.7389  40.1968   24.37   10.36   0.71   0.73  0.003 1996.391 2000.693
KN88 s   21.5867  40.2073   24.15   11.55   0.73   0.78  0.009 1995.385 2000.693
KOCB s   27.7635  40.0586    3.97    7.34   0.39   0.39 -0.045 2003.755 2011.377
KOKU s   41.7926  38.7532   20.96   23.21   0.35   0.38 -0.053 1999.593 2010.626
KORD s   54.1995  36.8605   24.91   14.52   0.51   0.54 -0.002 1999.727 2005.740
KRAL s   23.0801  42.5654   24.78   10.06   0.92   0.95  0.002 1997.734 2000.693
KRDK s   38.8361  40.1362   21.71   16.04   1.26   0.88 -0.045 2004.758 2008.590
KRDM s   29.3625  41.0171   25.29   10.14   0.31   0.34 -0.046 2000.245 2011.377
KRES s   44.4863  42.4469   26.30   13.18   0.62   0.63 -0.007 1994.736 2007.658
KRIN s   38.4810  35.7822   21.58   25.00   0.64   0.65 -0.013 2001.049 2008.529
KRKT s   41.7942  38.7537   21.53   22.41   0.78   0.81 -0.018 1994.736 1998.699
KRNA s   22.5443  39.9368   25.12    7.08   0.47   0.49 -0.040 1996.724 2004.816
KRP1 s   27.2245  35.4934   11.69  -17.27   0.30   0.30 -0.028 1996.724 2007.753
KRYE s   19.5148  41.1015   23.01   16.75   1.11   1.11 -0.004 2003.588 2008.721
KRYZ s   42.1495  39.7141   25.18   20.28   0.74   0.95 -0.005 1999.593 2010.626
KTOP s   30.6381  40.6143   12.77   12.62   0.86   0.97 -0.051 1994.736 1998.768
KTYX s   46.5110  41.6522   26.21   14.85   0.51   0.52 -0.011 1998.699 2008.794
KUDI s   45.7951  41.9506   26.44   13.83   0.28   0.30 -0.022 1998.699 2010.722
KUMR s   33.7591  41.3220   22.06   13.70   0.51   0.58 -0.048 2004.758 2011.377
KURD s   48.1479  40.3327   30.26   19.66   0.44   0.47 -0.017 2000.742 2012.529
KUTE s   29.2879  40.4847    3.81    9.80   0.37   0.40 -0.070 2000.245 2011.377
KVAM s   26.8713  40.6008   14.30    7.51   0.67   0.73 -0.062 2002.934 2007.381
KVM2 s   26.8714  40.6007   13.05    6.79   1.04   1.12 -0.095 2008.377 2011.377
KZLR s   29.0035  37.1870    5.87   -1.13   0.50   0.69 -0.006 2003.664 2009.693
LEON s   22.8229  37.1838    5.89  -12.92   0.38   0.38 -0.018 1996.724 2004.758
LESK s   20.6199  40.1532   21.52   13.47   0.60   0.60 -0.078 2003.516 2008.721
LESO s   43.5400  42.4854   27.08   10.41   1.34   1.39 -0.021 1994.736 1998.699
LI29 s   21.9385  40.0630   24.13    6.26   0.71   0.74 -0.022 1996.391 2000.693
LI81 s   21.8021  40.2415   24.43    8.87   0.69   0.72 -0.007 1995.749 2000.693
LIPO s   21.8464  39.6760   22.92    6.02   0.76   0.79 -0.034 1996.391 2000.693
LLL0 s   42.5778  11.2555   30.36   16.34   0.55   0.51  0.020 1995.229 2003.216
LMBR s   54.0040  26.8833   30.09   29.05   0.55   0.54  0.000 1999.727 2005.740
LO79 s   22.0430  40.1880   23.01    7.50   0.79   0.83 -0.026 1996.391 2000.693
LOZE s   23.4883  42.6024   24.99   10.86   1.15   1.24 -0.016 1997.734 2000.693
M104 s   21.9283  42.3100   25.75   11.98   0.75   0.80 -0.051 1996.620 2000.742
M108 s   20.7980  41.9920   24.67   12.10   0.70   0.73 -0.008 1996.620 2000.742
M110 s   21.0521  41.6606   24.39   10.88   0.71   0.73 -0.016 1996.620 2000.742
M111 s   21.4040  41.7038   23.96   10.53   0.94   1.06 -0.069 1996.620 2000.742
M112 s   21.7982  41.9862   24.26   11.72   0.35   0.69  0.016 1996.620 2008.794
M113 s   22.1150  42.0327   25.07   10.16   0.88   0.89 -0.008 1996.620 2000.742
M114 s   22.5162  42.1579   24.43   12.38   0.67   0.70 -0.013 1996.620 2000.742
M116 s   22.9633  41.7894   24.24   10.23   0.72   0.74 -0.023 1996.620 2000.742
M117 s   22.5069  41.7806   24.12   11.00   0.32   0.34  0.064 1996.620 2008.794
M119 s   22.8748  41.5408   25.08   10.59   0.71   0.74 -0.022 1996.620 2000.742
M120 s   22.3102  41.5096   24.37   10.06   0.32   0.33  0.056 1996.620 2008.794
M121 s   21.6500  41.3282   24.33   10.32   0.70   0.71 -0.006 1996.620 2000.742
M122 s   21.2076  41.4365   24.65   10.68   0.69   0.70 -0.021 1996.620 2000.742
M123 s   20.6816  41.4305   24.05   11.28   0.68   0.70 -0.012 1996.620 2000.742
M125 s   21.0328  41.2274   26.42   10.88   0.87   0.88 -0.010 1996.620 2000.742
M127 s   21.1823  41.0015   24.66   10.96   0.31   0.33  0.060 1996.620 2008.794
M129 s   22.2053  41.1615   25.43    9.39   0.70   0.71 -0.012 1996.620 2000.742
MAG1 s   34.7533  28.3932   27.38   23.45   1.19   1.16 -0.045 2010.255 2013.081
MAG2 s   34.7803  28.4781   26.11   22.69   1.15   1.15  0.010 2010.255 2013.081
MAHM s   52.2852  36.5884   24.00   15.23   0.79   0.57 -0.002 2000.742 2005.584
MAIA s   39.2553  15.5780   25.89   16.00   0.56   0.52  0.006 2004.221 2010.255
MAJR s   41.8291  19.0962   34.23   26.84   0.76   0.68  0.004 2005.288 2010.255
MAQE s   20.4709  41.5870   23.13   10.38   1.01   0.78  0.002 1998.699 2002.795
MARM s   27.9628  36.7718   10.63  -14.42   0.61   0.63 -0.040 1994.736 2006.689
MASZ s   39.3792  15.6522   25.27   16.42   1.48   0.89 -0.016 2007.519 2011.290
MATR s   27.2309  31.3457   23.63   17.14   1.35   1.34 -0.000 1996.682 2000.786
MCHK s   35.7609  33.5159   22.23   22.60   0.60   0.62 -0.027 2003.755 2008.590
MED0 s   42.8467  11.5263   33.20   17.99   1.25   1.20 -0.003 1995.229 2001.203
MEDR s   48.5512  40.6138   29.93   13.26   0.57   0.58 -0.001 2002.708 2012.366
MEHR s   52.1574  35.8675   25.46   17.05   0.62   0.66  0.029 2000.742 2005.584
MEKE s   30.0264  40.4647    7.45   12.19   1.07   1.10 -0.013 1994.736 1999.411
MELE s   33.1913  37.3777   10.85   13.56   0.65   0.67  0.000 1994.736 1998.699
MER0 s   34.5522  36.9001   12.64   15.68   0.93   0.99 -0.020 1994.736 1998.699
MEST s   30.8879  29.5145   22.58   17.01   1.22   1.21 -0.001 1994.736 1998.699
MET4 s   44.0906  40.1779   29.08   15.71   0.48   0.50 -0.015 2003.516 2009.523
MF01 s   51.9553  35.6831   26.07   18.53   1.16   1.16 -0.001 2000.571 2005.584
MF02 s   51.7972  35.8009   25.10   19.60   1.16   1.16 -0.000 2000.571 2005.584
MF04 s   52.1175  35.2577   24.80   19.79   1.44   1.44 -0.000 2000.571 2005.584
MF05 s   51.2768  35.4928   26.12   20.91   1.16   1.16 -0.001 2000.571 2005.584
MF06 s   50.5427  35.2269   25.85   20.82   1.16   1.16 -0.001 2000.571 2005.584
MF09 s   51.8326  36.2051   24.59   18.60   0.57   0.60  0.025 2000.571 2005.584
MF10 s   51.3036  36.3942   24.75   20.46   0.56   0.58  0.007 2000.571 2005.584
MF11 s   51.3455  36.2011   25.26   15.83   1.19   1.20  0.001 2000.571 2005.584
MF12 s   51.3153  36.1504   26.05   21.09   0.54   0.56 -0.004 2000.571 2005.584
MF13 s   50.6319  36.0089   25.72   20.24   0.51   0.52 -0.008 2000.571 2005.584
MF15 s   51.6127  35.9877   24.40   20.67   0.55   0.57 -0.012 2000.571 2005.584
MHGZ s   30.5704  40.0279    1.03    9.29   0.41   0.44 -0.042 1999.874 2011.377
MIAN s   46.1621  36.9084   25.11   23.00   0.37   0.37 -0.016 1999.727 2006.789
MINA s   57.0997  27.1596   26.47   26.42   1.33   1.32 -0.009 2000.071 2006.025
MISK s   57.3434  25.8733   31.01   32.00   1.06   1.03 -0.024 2005.089 2008.097
MISL s   27.5855  40.5878    8.22    6.60   1.05   1.09  0.003 1996.682 1999.411
MJDL s   35.9544  34.8380   20.65   22.05   0.78   0.78 -0.007 2000.858 2008.449
MKLA s   49.0385  14.4862   39.24   30.65   0.66   0.63 -0.007 2003.953 2008.157
MKP_ s   40.1851  44.2778   25.31   11.30   0.33   0.34 -0.017 1998.699 2007.753
MLAY s   47.2860  40.5804   30.20   18.96   0.86   0.88  0.008 2008.097 2012.366
MLT1 s   38.2152  38.4562   10.22   21.28   0.58   0.67 -0.063 2002.508 2008.529
MMM0 s   42.5782  11.6196   40.67   24.78   1.29   0.94 -0.025 1999.126 2003.216
MMOR s   44.1139  40.1781   29.33   16.73   0.57   0.58 -0.015 1994.736 2007.753
MMR0 s   44.0907  40.1779   28.76   17.17   0.27   0.28 -0.022 1998.699 2009.523
MOBA s   51.8076  34.9771   27.32   18.05   1.14   1.22  0.001 2000.786 2003.588
MOGH s   48.0489  39.0134   31.38   20.52   1.01   1.10 -0.025 2005.659 2008.649
MOSH s   57.6198  26.9933   28.79   19.31   0.45   0.44 -0.015 2000.071 2006.025
MRAD s   43.7586  38.9967   26.12   21.08   0.62   0.41 -0.041 1999.593 2010.664
MRCN s   40.2544  39.7311   22.28   15.23   1.04   0.80 -0.017 1994.736 1998.699
MRQD s   40.7610  35.7538   22.17   26.11   0.37   0.38 -0.025 2001.049 2008.529
MSHN s   59.4798  36.3347   28.56    8.69   0.72   0.73  0.012 2002.708 2005.740
MSHR s   36.5500  34.0593   22.65   24.09   1.30   1.31 -0.004 2001.104 2008.449
MSHT s   36.2686  34.8849   20.75   21.98   0.42   0.42 -0.019 2000.858 2008.449
MUD2 s   35.6319  32.1580   24.93   21.70   0.71   0.73 -0.020 2005.584 2010.441
MUHO s   23.9289  42.4270   25.15   11.88   0.91   0.93  0.006 1997.734 2000.693
MULA s   28.4272  37.1752    6.16   -7.95   0.42   0.47 -0.049 2000.786 2009.693
MULM s   33.7107  41.0215   14.98   13.20   1.42   1.45 -0.018 2004.758 2011.377
MUSC s   58.5695  23.5636   35.95   32.41   0.87   1.05 -0.002 1999.727 2005.740
MZRK s   23.5091  42.2737   24.89   10.73   0.94   0.99 -0.006 1997.734 2000.693
N101 s   28.6153  40.9957   24.56    9.22   1.20   1.31  0.100 2007.658 2011.377
N102 s   28.6163  41.0258   25.32   12.44   0.61   0.66  0.024 2007.658 2013.466
N103 s   28.6839  41.0301   21.46   13.92   0.49   1.33 -0.008 2007.658 2013.466
N104 s   28.6597  40.9854   24.13   10.81   0.51   0.56 -0.062 2007.658 2013.466
N107 s   28.6718  41.0565   19.63   11.51   1.07   1.28 -0.007 2007.658 2011.377
N108 s   28.6525  41.0216   25.97   14.83   1.09   1.26 -0.017 2007.658 2010.395
N110 s   28.6311  41.0433   26.24   11.15   0.51   0.67 -0.009 2007.658 2013.466
NABQ s   34.3139  28.1783   23.02   19.21   0.76   0.74 -0.053 1997.903 2002.382
NALL s   31.4598  40.1482    1.73   10.53   0.49   0.53 -0.084 1999.874 2011.377
NEBO s   35.7393  31.7663   23.80   22.73   0.96   1.02 -0.009 2005.463 2010.441
NEVA s   22.9449  38.8882   15.46   -1.52   0.38   0.39 -0.024 1996.724 2004.816
NICH s   44.5255  41.8307   27.53   15.73   0.26   0.28 -0.023 1994.736 2007.658
NINO s   43.8911  41.5370   27.20   13.79   0.57   0.84 -0.022 1994.736 2002.708
NORA s   46.0929  39.5358   31.28   19.80   0.84   0.85 -0.000 1998.768 2007.710
NOSH s   51.7680  36.5857   24.18   18.03   0.56   0.59  0.012 1999.727 2005.584
ODZ0 s   44.5928  41.0545   29.53   16.80   0.52   0.54 -0.007 1998.699 2003.516
OKUD s   47.1646  41.2180   27.01   14.18   0.97   1.10  0.025 2008.794 2012.529
OLTU s   41.9896  40.5480   27.40   14.17   0.65   0.69 -0.063 1994.736 1999.593
OLU1 s   29.5852  40.6671    9.19   10.34   0.47   0.51 -0.045 2003.755 2011.377
OSMC s   34.7074  41.0218   14.12   15.67   1.12   1.13 -0.007 2001.610 2007.658
OVCT s   29.5392  40.9797   24.84   10.65   0.35   0.38 -0.048 2002.934 2011.377
OXIA s   21.9360  39.7641   20.37    7.19   1.14   1.23  0.048 1997.734 2000.693
OZDE s   27.0846  38.0192    4.84   -6.26   0.78   0.81 -0.007 1994.736 1998.699
OZDM s   37.0010  40.6853   21.61   14.25   0.81   0.94 -0.055 2004.758 2008.529
PADA s   23.1797  42.1355   25.27   10.66   0.90   0.98  0.010 1997.734 2000.693
PAMU s   29.1361  37.9405    3.14    3.63   0.75   0.77 -0.021 1994.736 1998.699
PASN s   44.6817  42.3240   25.87   14.00   1.19   1.27 -0.049 2004.758 2007.658
PECH s   23.1247  41.4588   24.46   10.20   0.58   0.60 -0.028 1996.724 2001.610
PESH s   20.4398  41.6848   22.19   12.73   0.64   0.65  0.015 2004.758 2008.721
PISH s   51.8849  35.2235   26.49   19.15   0.57   0.58  0.006 2000.786 2005.584
PLA1 s   23.4253  42.4766   24.55   11.88   0.52   0.54 -0.030 1994.953 2001.877
PMBK s   44.5504  40.8395   29.40   17.09   0.52   0.54 -0.004 1998.699 2003.516
PNLR s   36.2449  38.2313   10.37   19.79   0.54   0.60 -0.066 2002.508 2008.529
POGR s   20.9146  40.9009   24.24   10.65   0.57   0.57 -0.013 2003.516 2008.721
PTNS s   42.9104  39.2321   24.73   19.50   0.97   0.99 -0.021 1994.736 2002.508
QARR s   20.6747  40.4822   24.02   11.54   0.61   0.63 -0.020 2003.516 2008.721
QEPA s   19.8472  40.0581   21.92   14.30   1.23   0.58 -0.019 2003.516 2008.721
QIFT s   33.9687  26.1437   23.30   18.26   0.91   0.90 -0.009 2006.384 2009.210
QIRA s   35.4028  30.6214   23.86   21.53   1.11   1.09 -0.022 2007.462 2010.441
QQQ0 s   42.6304  11.4385   31.54   17.40   0.74   0.66  0.039 1995.229 2003.216
QURA s   35.3399  29.8102   25.17   22.55   0.66   0.63 -0.004 2005.584 2010.395
QURD s   47.6469  40.7997   29.40   18.82   0.77   0.89 -0.037 2004.758 2008.794
RAJO s   36.6807  36.6635   19.53   23.21   0.79   0.79 -0.004 2000.858 2008.449
RAMA s   35.1508  29.9071   24.17   20.95   1.05   1.03 -0.034 2007.462 2010.395
RAZ0 s   44.7181  40.5195   29.48   17.07   0.75   0.83 -0.012 1998.768 2003.516
RAZD s   55.8001  28.3299   30.59   21.58   0.48   0.48 -0.006 2000.071 2005.740
RESD s   42.5469  38.4881   21.85   25.66   0.47   0.52 -0.081 2002.508 2010.626
RFHY s   38.7739  39.9137   12.37   17.31   0.74   0.86 -0.058 2004.758 2008.590
RK01 s   23.7769  35.5550    8.68  -10.64   0.84   0.84 -0.024 2001.203 2004.816
RK03 s   24.8949  35.2825    9.86  -11.44   0.84   0.83 -0.019 2001.203 2004.816
RK06 s   24.9783  34.9823    9.19  -14.07   0.81   0.80 -0.008 2001.203 2004.816
ROBA s   56.0697  33.3685   28.74   17.73   0.46   0.65 -0.003 1999.727 2005.740
ROZA s   36.0102  33.6255   22.30   23.31   0.98   0.99 -0.008 2001.104 2008.449
RSAS s   35.9218  31.5136   25.40   22.35   0.69   0.69 -0.009 2005.584 2010.441
RSB0 s   43.3623  11.9797   39.73   27.18   0.99   0.85 -0.019 1999.126 2003.216
RSHM s   35.7688  35.6594   19.98   22.24   0.41   0.42 -0.023 2000.858 2008.449
RUMM s   35.4257  29.6300   25.85   23.27   1.07   1.05 -0.018 2007.462 2010.395
SA10 s   43.9510  40.1083   29.08   17.22   0.28   0.29 -0.019 1998.699 2009.523
SA14 s   43.9511  40.1081   29.26   16.01   0.50   0.52 -0.012 2003.516 2009.523
SA20 s   43.8074  40.0971   29.04   16.82   0.28   0.30 -0.019 1998.699 2009.523
SA24 s   43.8072  40.0975   28.75   15.71   0.50   0.52 -0.011 2003.516 2009.523
SACC s   43.4000  42.3487   27.02   14.13   0.59   0.46 -0.001 1994.736 2007.658
SAFG s   33.8938  26.7482   24.73   19.31   0.98   0.96 -0.010 2006.384 2009.210
SAKZ s   36.9719  37.1905   17.75   22.80   0.38   0.39 -0.020 1994.736 2008.529
SALM s   36.9656  35.0486   22.09   24.68   0.75   0.75 -0.003 2000.858 2008.449
SALN s   49.0203  39.6757   34.17   16.57   0.51   0.54  0.002 2006.888 2012.877
SAMS s   36.3362  41.2989   25.42   13.80   0.42   0.49 -0.108 1994.736 2004.582
SAMU s   48.5289  41.5952   26.94   10.81   0.34   0.35 -0.012 1998.699 2012.948
SAN3 s   44.1904  15.3483   39.46   29.98   0.67   0.65 -0.007 2003.953 2008.157
SANA s   44.1902  15.3477   38.59   28.20   0.36   0.35 -0.010 1999.126 2008.157
SANG s   49.4456  40.2031   32.02    8.79   0.80   0.88  0.040 2007.929 2012.366
SAPA s   23.2461  42.2817   26.19   11.07   0.93   0.99 -0.006 1997.734 2000.693
SEKI s   32.1598  36.4308   13.76   11.64   0.48   0.51 -0.093 1994.736 2002.795
SELP s   28.3653  41.0518   23.96   11.48   0.28   0.29 -0.036 1996.724 2011.377
SEMN s   53.5637  35.6624   27.73   16.61   0.48   0.49  0.002 1999.727 2005.740
SEND s   57.3781  26.8575   26.20   22.16   0.94   0.91 -0.008 2005.089 2008.097
SENK s   36.1311  36.0496   19.64   21.36   0.55   1.05 -0.016 1994.736 2002.585
SEV2 s   26.8797  40.3958    7.99    4.76   0.35   0.37 -0.050 2002.934 2011.377
SHA0 s   44.5282  40.7530   29.75   16.97   0.61   0.62 -0.014 1998.768 2003.516
SHAB s   45.8867  38.2281   28.64   22.29   0.88   0.89 -0.003 1999.784 2006.789
SHAE s   35.4590  23.4063   27.91   17.60   0.91   0.90 -0.001 2006.384 2009.210
SHAH s   50.7483  32.3670   25.81   21.30   1.03   1.03 -0.001 1999.727 2005.740
SHAM s   34.1838  27.8464   23.43   18.68   1.18   1.18  0.001 1996.307 2003.755
SHAR s   57.3601  27.1214   24.28   21.51   0.85   0.84  0.000 2005.089 2008.097
SHAT s   42.6672  43.7431   27.10   12.06   0.72   0.75 -0.026 1994.736 1998.699
SHEK s   47.2498  41.1316   27.26   15.26   0.30   0.32  0.007 1998.699 2008.794
SHIK s   49.4256  40.0252   33.13   10.93   0.33   0.35  0.003 2002.708 2012.529
SHKA s   19.4948  42.0462   21.66   14.53   0.53   0.56 -0.015 1996.682 2002.795
SHKO s   19.4963  42.0506   21.96   15.61   0.80   0.83 -0.015 2004.758 2007.801
SHMN s   26.7252  43.4879   25.12   10.29   0.61   0.55 -0.027 1996.682 2001.877
