		NATIONAL TECHNICAL UNIVERSITY OF ATHENS
DIONYSOS SATELLITE OBSERVATORY - HIGHER GEODESY LABORATORY
*****************************************************************************
Grid used : 5000 m
Scale Factor : 10000000000 	 Scale Strain : 10^6

block   xcen 	 ycen 	 Kmax 	 Kmin 	 Azimouth 	 ãmax 
(a/a)   (m)  	 (m)  	 (ppm)	 (ppm)	   (deg)  	 (ppm)
*****************************************************************************
202 	 260850 	 4252327 	 +0.092 	 -0.212 	 -11.599 	 +0.305 
203 	 265850 	 4252327 	 +0.299 	 -0.169 	 +24.234 	 +0.468 
204 	 270850 	 4252327 	 +0.548 	 -0.168 	 +33.506 	 +0.717 
205 	 275850 	 4252327 	 +0.630 	 -0.160 	 +35.783 	 +0.791 
206 	 280850 	 4252327 	 +0.648 	 -0.168 	 +36.449 	 +0.816 
207 	 285850 	 4252327 	 +0.619 	 -0.159 	 +36.015 	 +0.778 
208 	 290850 	 4252327 	 +0.548 	 -0.148 	 +35.783 	 +0.696 
209 	 295850 	 4252327 	 +0.467 	 -0.147 	 +35.487 	 +0.614 
210 	 300850 	 4252327 	 +0.341 	 -0.161 	 +33.251 	 +0.502 
211 	 305850 	 4252327 	 +0.322 	 -0.162 	 -3.563 	 +0.484 
212 	 310850 	 4252327 	 +0.545 	 -0.285 	 -7.688 	 +0.830 
213 	 315850 	 4252327 	 +0.440 	 -0.120 	 -1.023 	 +0.560 
214 	 320850 	 4252327 	 +0.292 	 -0.052 	 +17.769 	 +0.344 
215 	 325850 	 4252327 	 +0.269 	 -0.109 	 +28.997 	 +0.377 
216 	 330850 	 4252327 	 +0.293 	 -0.173 	 +32.268 	 +0.465 
217 	 335850 	 4252327 	 +0.349 	 -0.189 	 +22.500 	 +0.537 
219 	 255850 	 4257327 	 -0.190 	 -0.390 	 +92.855 	 +0.201 
220 	 260850 	 4257327 	 +0.051 	 -0.121 	 -5.004 	 +0.173 
221 	 265850 	 4257327 	 +0.330 	 -0.130 	 +27.810 	 +0.460 
222 	 270850 	 4257327 	 +0.469 	 -0.139 	 +34.888 	 +0.607 
223 	 275850 	 4257327 	 +0.462 	 -0.132 	 +36.697 	 +0.595 
224 	 280850 	 4257327 	 +0.420 	 -0.130 	 +37.099 	 +0.551 
225 	 285850 	 4257327 	 +0.387 	 -0.127 	 +38.252 	 +0.514 
226 	 290850 	 4257327 	 +0.352 	 -0.122 	 +35.783 	 +0.474 
227 	 295850 	 4257327 	 +0.296 	 -0.116 	 +33.583 	 +0.412 
228 	 300850 	 4257327 	 +0.106 	 -0.166 	 +18.014 	 +0.272 
229 	 305850 	 4257327 	 -0.001 	 -0.349 	 -9.217 	 +0.348 
230 	 310850 	 4257327 	 +0.028 	 -0.348 	 -12.601 	 +0.376 
231 	 315850 	 4257327 	 +0.064 	 -0.144 	 +8.350 	 +0.209 
232 	 320850 	 4257327 	 +0.141 	 -0.221 	 +48.170 	 +0.362 
233 	 325850 	 4257327 	 +0.236 	 -0.416 	 +58.675 	 +0.653 
234 	 330850 	 4257327 	 +0.217 	 -0.467 	 +58.470 	 +0.684 
235 	 335850 	 4257327 	 +0.170 	 -0.400 	 +55.807 	 +0.570 
237 	 255850 	 4262327 	 -0.038 	 -0.392 	 +59.370 	 +0.354 
238 	 260850 	 4262327 	 +0.063 	 -0.133 	 +37.628 	 +0.196 
239 	 265850 	 4262327 	 +0.287 	 -0.077 	 +29.248 	 +0.364 
240 	 270850 	 4262327 	 +0.329 	 -0.079 	 +32.662 	 +0.407 
241 	 275850 	 4262327 	 +0.328 	 -0.098 	 +33.224 	 +0.425 
242 	 280850 	 4262327 	 +0.335 	 -0.095 	 +34.099 	 +0.431 
243 	 285850 	 4262327 	 +0.332 	 -0.092 	 +35.355 	 +0.424 
244 	 290850 	 4262327 	 +0.281 	 -0.111 	 +35.321 	 +0.392 
245 	 295850 	 4262327 	 +0.076 	 -0.136 	 +20.593 	 +0.213 
246 	 300850 	 4262327 	 -0.044 	 -0.346 	 -17.108 	 +0.302 
247 	 305850 	 4262327 	 -0.049 	 -0.341 	 -15.482 	 +0.292 
248 	 310850 	 4262327 	 +0.004 	 -0.204 	 +8.350 	 +0.209 
249 	 315850 	 4262327 	 +0.056 	 -0.166 	 +35.783 	 +0.221 
250 	 320850 	 4262327 	 +0.080 	 -0.230 	 +55.386 	 +0.310 
251 	 325850 	 4262327 	 +0.148 	 -0.398 	 +62.281 	 +0.546 
252 	 330850 	 4262327 	 +0.168 	 -0.548 	 +62.955 	 +0.716 
253 	 335850 	 4262327 	 +0.178 	 -0.578 	 +63.738 	 +0.756 
255 	 255850 	 4267327 	 +0.270 	 -0.140 	 +22.500 	 +0.410 
256 	 260850 	 4267327 	 +0.332 	 -0.052 	 +19.330 	 +0.384 
257 	 265850 	 4267327 	 +0.310 	 +0.040 	 +19.495 	 +0.270 
258 	 270850 	 4267327 	 +0.316 	 -0.056 	 +26.873 	 +0.372 
259 	 275850 	 4267327 	 +0.329 	 -0.079 	 +29.518 	 +0.408 
260 	 280850 	 4267327 	 +0.321 	 -0.081 	 +31.717 	 +0.402 
261 	 285850 	 4267327 	 +0.275 	 -0.075 	 +33.185 	 +0.349 
262 	 290850 	 4267327 	 +0.099 	 -0.099 	 +22.500 	 +0.198 
263 	 295850 	 4267327 	 -0.023 	 -0.287 	 -14.738 	 +0.264 
264 	 300850 	 4267327 	 -0.025 	 -0.285 	 -7.821 	 +0.260 
265 	 305850 	 4267327 	 +0.018 	 -0.208 	 +20.712 	 +0.227 
266 	 310850 	 4267327 	 +0.034 	 -0.194 	 +37.372 	 +0.228 
267 	 315850 	 4267327 	 +0.034 	 -0.174 	 +36.650 	 +0.209 
268 	 320850 	 4267327 	 +0.062 	 -0.142 	 +39.345 	 +0.204 
269 	 325850 	 4267327 	 +0.141 	 -0.221 	 +48.170 	 +0.362 
270 	 330850 	 4267327 	 +0.178 	 -0.358 	 +58.283 	 +0.537 
271 	 335850 	 4267327 	 +0.186 	 -0.526 	 +64.079 	 +0.712 
274 	 260850 	 4272327 	 +0.384 	 +0.016 	 +11.190 	 +0.368 
275 	 265850 	 4272327 	 +0.384 	 +0.136 	 -7.018 	 +0.247 
276 	 270850 	 4272327 	 +0.334 	 +0.096 	 +13.823 	 +0.237 
277 	 275850 	 4272327 	 +0.296 	 -0.046 	 +26.063 	 +0.342 
278 	 280850 	 4272327 	 +0.245 	 -0.075 	 +28.902 	 +0.319 
279 	 285850 	 4272327 	 +0.122 	 -0.062 	 +24.699 	 +0.184 
280 	 290850 	 4272327 	 +0.011 	 -0.171 	 -3.170 	 +0.181 
281 	 295850 	 4272327 	 +0.000 	 -0.220 	 +2.597 	 +0.221 
282 	 300850 	 4272327 	 +0.045 	 -0.195 	 +22.500 	 +0.240 
283 	 305850 	 4272327 	 +0.034 	 -0.164 	 +20.457 	 +0.198 
284 	 310850 	 4272327 	 +0.040 	 -0.160 	 +18.435 	 +0.200 
