1,303350.457,4179826.541,-0.0266,-0.0180
2,308350.457,4179826.541,-0.0258,-0.0183
3,313350.457,4179826.541,-0.0252,-0.0182
4,318350.457,4179826.541,-0.0245,-0.0181
5,288350.457,4184826.541,-0.0267,-0.0180
6,293350.457,4184826.541,-0.0264,-0.0184
7,298350.457,4184826.541,-0.0257,-0.0190
8,303350.457,4184826.541,-0.0252,-0.0192
9,308350.457,4184826.541,-0.0253,-0.0189
10,313350.457,4184826.541,-0.0251,-0.0186
11,318350.457,4184826.541,-0.0245,-0.0184
12,273350.457,4189826.541,-0.0249,-0.0177
13,278350.457,4189826.541,-0.0250,-0.0183
14,283350.457,4189826.541,-0.0249,-0.0190
15,288350.457,4189826.541,-0.0246,-0.0196
16,293350.457,4189826.541,-0.0242,-0.0200
17,298350.457,4189826.541,-0.0242,-0.0200
18,303350.457,4189826.541,-0.0246,-0.0197
19,308350.457,4189826.541,-0.0248,-0.0193
20,313350.457,4189826.541,-0.0248,-0.0189
21,318350.457,4189826.541,-0.0244,-0.0186
22,258350.457,4194826.541,-0.0222,-0.0172
23,263350.457,4194826.541,-0.0225,-0.0179
24,268350.457,4194826.541,-0.0228,-0.0186
25,273350.457,4194826.541,-0.0229,-0.0193
26,278350.457,4194826.541,-0.0229,-0.0200
27,283350.457,4194826.541,-0.0228,-0.0205
28,288350.457,4194826.541,-0.0228,-0.0208
29,293350.457,4194826.541,-0.0232,-0.0207
30,298350.457,4194826.541,-0.0236,-0.0204
31,303350.457,4194826.541,-0.0240,-0.0200
32,308350.457,4194826.541,-0.0243,-0.0195
33,313350.457,4194826.541,-0.0244,-0.0191
34,318350.457,4194826.541,-0.0243,-0.0188
35,323350.457,4194826.541,-0.0261,-0.0177
36,253350.457,4199826.541,-0.0190,-0.0173
37,258350.457,4199826.541,-0.0206,-0.0190
38,263350.457,4199826.541,-0.0212,-0.0193
39,268350.457,4199826.541,-0.0215,-0.0197
40,273350.457,4199826.541,-0.0217,-0.0203
41,278350.457,4199826.541,-0.0218,-0.0208
42,283350.457,4199826.541,-0.0220,-0.0211
43,288350.457,4199826.541,-0.0223,-0.0211
44,293350.457,4199826.541,-0.0227,-0.0209
45,298350.457,4199826.541,-0.0230,-0.0206
46,303350.457,4199826.541,-0.0234,-0.0201
47,308350.457,4199826.541,-0.0237,-0.0197
48,313350.457,4199826.541,-0.0240,-0.0192
49,318350.457,4199826.541,-0.0241,-0.0188
50,323350.457,4199826.541,-0.0263,-0.0176
51,253350.457,4204826.541,-0.0105,-0.0139
52,258350.457,4204826.541,-0.0151,-0.0173
53,263350.457,4204826.541,-0.0191,-0.0200
54,268350.457,4204826.541,-0.0216,-0.0212
55,273350.457,4204826.541,-0.0226,-0.0204
56,278350.457,4204826.541,-0.0226,-0.0199
57,283350.457,4204826.541,-0.0222,-0.0196
58,288350.457,4204826.541,-0.0225,-0.0206
59,293350.457,4204826.541,-0.0224,-0.0209
60,298350.457,4204826.541,-0.0226,-0.0205
61,303350.457,4204826.541,-0.0229,-0.0201
62,308350.457,4204826.541,-0.0232,-0.0196
